surface,population,R_m,Oh,Bo,We,cor_theirs,We_ours,cor_ours
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0013696593,0.37569215,0.00010756796,0.37569215
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0014032045,0.58451713,0.00014111319,0.58451713
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0014375713,0.68345886,0.00017548001,0.68345886
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0014727798,0.74352144,0.00021068852,0.74352144
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0015088507,0.78419277,0.00024675935,0.78419277
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0015458049,0.81361608,0.00028371361,0.81361608
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0015836643,0.83587883,0.00032157295,0.83587883
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0016224508,0.85328583,0.00036035952,0.85328583
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0017028971,0.8786309,0.00044080578,0.8786309
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0017873321,0.89602918,0.00052524081,0.89602918
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0019689695,0.91810496,0.00070687814,0.91810496
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0021690657,0.93132683,0.00090697433,0.93132683
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0026323288,0.94643121,0.0013702374,0.94643121
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0031945344,0.95376653,0.001932443,0.95376653
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0038768143,0.95486463,0.0026147229,0.95486463
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0047048137,0.95232423,0.0034427223,0.95232423
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0057096549,0.94949539,0.0044475636,0.94949539
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0069291074,0.94573014,0.0056670161,0.94573014
glaco,small,0.00048194731,0.0053763359,0.031552283,0.0084090072,0.94132259,0.0071469159,0.94132259
glaco,small,0.00048194731,0.0053763359,0.031552283,0.01020498,0.93941312,0.0089428887,0.93941312
glaco,small,0.00048194731,0.0053763359,0.031552283,0.012384532,0.9395762,0.01112244,0.9395762
glaco,small,0.00048194731,0.0053763359,0.031552283,0.015029586,0.94312438,0.013767495,0.94312438
glaco,small,0.00048194731,0.0053763359,0.031552283,0.018239564,0.947078,0.016977473,0.947078
glaco,small,0.00048194731,0.0053763359,0.031552283,0.02213512,0.95063574,0.020873029,0.95063574
glaco,small,0.00048194731,0.0053763359,0.031552283,0.026862679,0.95282955,0.025600588,0.95282955
glaco,small,0.00048194731,0.0053763359,0.031552283,0.032599937,0.95428341,0.031337845,0.95428341
glaco,small,0.00048194731,0.0053763359,0.031552283,0.039562542,0.95550043,0.038300451,0.95550043
glaco,small,0.00048194731,0.0053763359,0.031552283,0.048012202,0.95679357,0.04675011,0.95679357
glaco,small,0.00048194731,0.0053763359,0.031552283,0.058266516,0.95816399,0.057004425,0.95816399
glaco,small,0.00048194731,0.0053763359,0.031552283,0.07071092,0.95900157,0.069448828,0.95900157
glaco,small,0.00048194731,0.0053763359,0.031552283,0.085813165,0.95892471,0.084551073,0.95892471
glaco,small,0.00048194731,0.0053763359,0.031552283,0.10414091,0.95736764,0.10287881,0.95736764
glaco,small,0.00048194731,0.0053763359,0.031552283,0.12638304,0.95453337,0.12512094,0.95453337
glaco,small,0.00048194731,0.0053763359,0.031552283,0.15337558,0.9503405,0.15211349,0.9503405
glaco,small,0.00048194731,0.0053763359,0.031552283,0.18613312,0.94481402,0.18487103,0.94481402
glaco,small,0.00048194731,0.0053763359,0.031552283,0.22588692,0.93810087,0.22462483,0.93810087
glaco,small,0.00048194731,0.0053763359,0.031552283,0.27413123,0.93013936,0.27286914,0.93013936
glaco,small,0.00048194731,0.0053763359,0.031552283,0.33267943,0.92114283,0.33141734,0.92114283
glaco,small,0.00048194731,0.0053763359,0.031552283,0.40373219,0.91110143,0.4024701,0.91110143
glaco,small,0.00048194731,0.0053763359,0.031552283,0.48996021,0.89984811,0.48869812,0.89984811
glaco,small,0.00048194731,0.0053763359,0.031552283,0.59460457,0.88722027,0.59334248,0.88722027
glaco,small,0.00048194731,0.0053763359,0.031552283,0.72159859,0.87329321,0.7203365,0.87329321
glaco,small,0.00048194731,0.0053763359,0.031552283,0.87571565,0.85818414,0.87445356,0.85818414
glaco,small,0.00048194731,0.0053763359,0.031552283,1.0627486,0.84180297,1.0614865,0.84180297
glaco,small,0.00048194731,0.0053763359,0.031552283,1.2897275,0.82413629,1.2884655,0.82413629
glaco,small,0.00048194731,0.0053763359,0.031552283,1.565184,0.80543085,1.5639219,0.80543085
glaco,small,0.00048194731,0.0053763359,0.031552283,1.8994718,0.78600175,1.8982097,0.78600175
glaco,small,0.00048194731,0.0053763359,0.031552283,2.3051557,0.76545121,2.3038937,0.76545121
glaco,small,0.00048194731,0.0053763359,0.031552283,2.7974846,0.74527696,2.7962225,0.74527696
glaco,small,0.00048194731,0.0053763359,0.031552283,3.3949637,0.72481647,3.3937016,0.72481647
glaco,small,0.00048194731,0.0053763359,0.031552283,4.1200508,0.70433186,4.1187887,0.70433186
glaco,small,0.00048194731,0.0053763359,0.031552283,5,0.68421022,4.9987379,0.68421022
bsi,large,0.0011,0.0035586873,0.16436791,0.001972415,0,NaN,0
bsi,large,0.0011,0.0035586873,0.16436791,0.002399372,0,NaN,0
bsi,large,0.0011,0.0035586873,0.16436791,0.0029187498,0,NaN,0
bsi,large,0.0011,0.0035586873,0.16436791,0.0035505543,0,NaN,0
bsi,large,0.0011,0.0035586873,0.16436791,0.0043191219,0,NaN,0
bsi,large,0.0011,0.0035586873,0.16436791,0.0052540566,0,NaN,0
bsi,large,0.0011,0.0035586873,0.16436791,0.0063913712,0,NaN,0
bsi,large,0.0011,0.0035586873,0.16436791,0.0077748736,0,0.0012001571,0
bsi,large,0.0011,0.0035586873,0.16436791,0.0079676592,0.2479596,0.0013929427,0.2479596
bsi,large,0.0011,0.0035586873,0.16436791,0.0081652251,0.40902627,0.0015905086,0.40902627
bsi,large,0.0011,0.0035586873,0.16436791,0.0083676898,0.50140928,0.0017929733,0.50140928
bsi,large,0.0011,0.0035586873,0.16436791,0.0085751748,0.56551132,0.0020004583,0.56551132
bsi,large,0.0011,0.0035586873,0.16436791,0.0087878047,0.61363448,0.0022130882,0.61363448
bsi,large,0.0011,0.0035586873,0.16436791,0.0090057069,0.65138985,0.0024309904,0.65138985
bsi,large,0.0011,0.0035586873,0.16436791,0.0092290122,0.68195703,0.0026542957,0.68195703
bsi,large,0.0011,0.0035586873,0.16436791,0.0094578545,0.70725395,0.002883138,0.70725395
bsi,large,0.0011,0.0035586873,0.16436791,0.0096923713,0.7285553,0.0031176548,0.7285553
bsi,large,0.0011,0.0035586873,0.16436791,0.0099327031,0.74674212,0.0033579866,0.74674212
bsi,large,0.0011,0.0035586873,0.16436791,0.010431392,0.77612827,0.0038566757,0.77612827
bsi,large,0.0011,0.0035586873,0.16436791,0.010955119,0.7987687,0.0043804025,0.7987687
bsi,large,0.0011,0.0035586873,0.16436791,0.01150514,0.81665517,0.0049304239,0.81665517
bsi,large,0.0011,0.0035586873,0.16436791,0.012689414,0.84284815,0.0061146976,0.84284815
bsi,large,0.0011,0.0035586873,0.16436791,0.01399559,0.86086064,0.0074208736,0.86086064
bsi,large,0.0011,0.0035586873,0.16436791,0.017025133,0.88359106,0.010450416,0.88359106
bsi,large,0.0011,0.0035586873,0.16436791,0.020710463,0.89645185,0.014135746,0.89645185
bsi,large,0.0011,0.0035586873,0.16436791,0.025193534,0.90516617,0.018618818,0.90516617
bsi,large,0.0011,0.0035586873,0.16436791,0.03064703,0.91151668,0.024072313,0.91151668
bsi,large,0.0011,0.0035586873,0.16436791,0.037281011,0.92152098,0.030706294,0.92152098
bsi,large,0.0011,0.0035586873,0.16436791,0.045351011,0.93203482,0.038776294,0.93203482
bsi,large,0.0011,0.0035586873,0.16436791,0.055167876,0.9403891,0.04859316,0.9403891
bsi,large,0.0011,0.0035586873,0.16436791,0.06710974,0.94408392,0.060535024,0.94408392
bsi,large,0.0011,0.0035586873,0.16436791,0.081636589,0.94573354,0.075061873,0.94573354
bsi,large,0.0011,0.0035586873,0.16436791,0.099307979,0.94566532,0.092733263,0.94566532
bsi,large,0.0011,0.0035586873,0.16436791,0.12080459,0.94601208,0.11422987,0.94601208
bsi,large,0.0011,0.0035586873,0.16436791,0.14695445,0.94693838,0.14037973,0.94693838
bsi,large,0.0011,0.0035586873,0.16436791,0.17876481,0.94554461,0.17219009,0.94554461
bsi,large,0.0011,0.0035586873,0.16436791,0.21746097,0.94203715,0.21088625,0.94203715
bsi,large,0.0011,0.0035586873,0.16436791,0.26453346,0.9360941,0.25795874,0.9360941
bsi,large,0.0011,0.0035586873,0.16436791,0.32179545,0.92799505,0.31522074,0.92799505
bsi,large,0.0011,0.0035586873,0.16436791,0.39145261,0.91865185,0.3848779,0.91865185
bsi,large,0.0011,0.0035586873,0.16436791,0.47618805,0.90824842,0.46961333,0.90824842
bsi,large,0.0011,0.0035586873,0.16436791,0.57926566,0.89726772,0.57269094,0.89726772
bsi,large,0.0011,0.0035586873,0.16436791,0.70465587,0.88536322,0.69808115,0.88536322
bsi,large,0.0011,0.0035586873,0.16436791,0.85718856,0.87196696,0.85061385,0.87196696
bsi,large,0.0011,0.0035586873,0.16436791,1.0427391,0.85652033,1.0361644,0.85652033
bsi,large,0.0011,0.0035586873,0.16436791,1.2684547,0.8389993,1.26188,0.8389993
bsi,large,0.0011,0.0035586873,0.16436791,1.5430296,0.82062993,1.5364548,0.82062993
bsi,large,0.0011,0.0035586873,0.16436791,1.8770401,0.80008922,1.8704653,0.80008922
bsi,large,0.0011,0.0035586873,0.16436791,2.2833518,0.77922765,2.2767771,0.77922765
bsi,large,0.0011,0.0035586873,0.16436791,2.7776155,0.7583269,2.7710408,0.7583269
bsi,large,0.0011,0.0035586873,0.16436791,3.3788695,0.73763869,3.3722948,0.73763869
bsi,large,0.0011,0.0035586873,0.16436791,4.1102734,0.71683049,4.1036987,0.71683049
bsi,large,0.0011,0.0035586873,0.16436791,4.5333616,0.70665243,4.5267868,0.70665243
bsi,large,0.0011,0.0035586873,0.16436791,4.7609671,0.70151355,4.7543924,0.70151355
bsi,large,0.0011,0.0035586873,0.16436791,4.8790199,0.69887833,4.8724452,0.69887833
bsi,large,0.0011,0.0035586873,0.16436791,5,0.57609976,4.9934253,0.57609976
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.1883393e-06,0,NaN,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.4379402e-06,0,NaN,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.7399677e-06,0,NaN,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,2.1054336e-06,0,NaN,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,2.5476627e-06,0,NaN,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,3.0827783e-06,0,NaN,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,3.7302906e-06,0,NaN,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.1033905e-06,0,1.4225962e-07,0
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.2023565e-06,0.5394126,2.4122564e-07,0.5394126
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.3037094e-06,0.69910511,3.4257854e-07,0.69910511
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.4075067e-06,0.77342493,4.4637588e-07,0.77342493
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.5138075e-06,0.81710581,5.5267661e-07,0.81710581
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.622672e-06,0.84597432,6.6154112e-07,0.84597432
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.7341621e-06,0.86649824,7.7303123e-07,0.86649824
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.965274e-06,0.89375821,1.0041431e-06,0.89375821
bsi,small,2.7e-05,0.022714558,9.9028271e-05,5.4618957e-06,0.92297416,1.5007648e-06,0.92297416
bsi,small,2.7e-05,0.022714558,9.9028271e-05,6.609122e-06,0.94778512,2.6479912e-06,0.94778512
bsi,small,2.7e-05,0.022714558,9.9028271e-05,7.9973138e-06,0.95869913,4.036183e-06,0.95869913
bsi,small,2.7e-05,0.022714558,9.9028271e-05,9.6770839e-06,0.96473248,5.7159531e-06,0.96473248
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.1709676e-05,0.96849226,7.7485451e-06,0.96849226
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.4169197e-05,0.97101066,1.0208066e-05,0.97101066
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.7145321e-05,0.97277932,1.318419e-05,0.97277932
bsi,small,2.7e-05,0.022714558,9.9028271e-05,2.0746555e-05,0.97408785,1.6785424e-05,0.97408785
bsi,small,2.7e-05,0.022714558,9.9028271e-05,2.5104198e-05,0.97600913,2.1143067e-05,0.97600913
bsi,small,2.7e-05,0.022714558,9.9028271e-05,3.0377129e-05,0.97739486,2.6415998e-05,0.97739486
bsi,small,2.7e-05,0.022714558,9.9028271e-05,3.6757596e-05,0.97744294,3.2796465e-05,0.97744294
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.4478227e-05,0.97700206,4.0517096e-05,0.97700206
bsi,small,2.7e-05,0.022714558,9.9028271e-05,5.3820513e-05,0.97634354,4.9859382e-05,0.97634354
bsi,small,2.7e-05,0.022714558,9.9028271e-05,6.512507e-05,0.97531475,6.1163939e-05,0.97531475
bsi,small,2.7e-05,0.022714558,9.9028271e-05,7.8804056e-05,0.97394766,7.4842925e-05,0.97394766
bsi,small,2.7e-05,0.022714558,9.9028271e-05,9.5356201e-05,0.97236073,9.1395071e-05,0.97236073
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00011538499,0.97067081,0.00011142386,0.97067081
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00013962066,0.96896952,0.00013565953,0.96896952
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00016894683,0.96757575,0.0001649857,0.96757575
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00020443273,0.96805793,0.0002004716,0.96805793
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00024737214,0.96777957,0.00024341101,0.96777957
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00029933063,0.96664328,0.0002953695,0.96664328
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00036220257,0.96490949,0.00035824144,0.96490949
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00043828025,0.9629413,0.00043431912,0.9629413
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00053033742,0.96084226,0.00052637628,0.96084226
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00064173044,0.95946697,0.00063776931,0.95946697
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00077652065,0.95929784,0.00077255951,0.95929784
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.00093962243,0.9585393,0.0009356613,0.9585393
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0011369824,0.9571557,0.0011330213,0.9571557
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0013757962,0.95532898,0.0013718351,0.95532898
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0016647709,0.9540466,0.0016608098,0.9540466
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0020144424,0.95383448,0.0020104813,0.95383448
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0024375595,0.95302187,0.0024335984,0.95302187
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0029495489,0.95152928,0.0029455877,0.95152928
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0035690774,0.95057726,0.0035651162,0.95057726
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0043187328,0.95018793,0.0043147716,0.95018793
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0052258471,0.94903861,0.005221886,0.94903861
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0063234934,0.94797145,0.0063195323,0.94797145
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0076516913,0.94740453,0.0076477302,0.94740453
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.0092588663,0.94613102,0.0092549051,0.94613102
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.011203615,0.94533837,0.011199654,0.94533837
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.013556842,0.94426797,0.013552881,0.94426797
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.016404346,0.94307831,0.016400385,0.94307831
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.019849944,0.94189612,0.019845983,0.94189612
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.024019262,0.94035359,0.024015301,0.94035359
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.029064311,0.93873147,0.02906035,0.93873147
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.035169031,0.93662751,0.035165069,0.93662751
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.042555997,0.93413425,0.042552036,0.93413425
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.051494534,0.9311437,0.051490573,0.9311437
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.062310539,0.9273828,0.062306578,0.9273828
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.075398356,0.92288827,0.075394395,0.92288827
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.091235161,0.91749337,0.0912312,0.91749337
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.11039836,0.91107877,0.1103944,0.91107877
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.13358663,0.9034497,0.13358267,0.9034497
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.1616454,0.89463938,0.16164144,0.89463938
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.19559769,0.88456157,0.19559373,0.88456157
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.23668138,0.87314023,0.23667742,0.87314023
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.28639436,0.86044251,0.2863904,0.86044251
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.34654914,0.84637564,0.34654518,0.84637564
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.41933895,0.83109065,0.41933499,0.83109065
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.50741765,0.81463785,0.50741369,0.81463785
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.61399656,0.79711782,0.6139926,0.79711782
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.7429615,0.77871532,0.74295754,0.77871532
bsi,small,2.7e-05,0.022714558,9.9028271e-05,0.89901446,0.75947081,0.8990105,0.75947081
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.0878451,0.73961447,1.0878411,0.73961447
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.316338,0.71920984,1.316334,0.71920984
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.592824,0.69849518,1.59282,0.69849518
bsi,small,2.7e-05,0.022714558,9.9028271e-05,1.9273836,0.67758977,1.9273796,0.67758977
bsi,small,2.7e-05,0.022714558,9.9028271e-05,2.3322147,0.65668481,2.3322107,0.65668481
bsi,small,2.7e-05,0.022714558,9.9028271e-05,2.8220772,0.63586586,2.8220733,0.63586586
bsi,small,2.7e-05,0.022714558,9.9028271e-05,3.4148314,0.61524351,3.4148274,0.61524351
bsi,small,2.7e-05,0.022714558,9.9028271e-05,4.1320887,0.59496978,4.1320847,0.59496978
bsi,small,2.7e-05,0.022714558,9.9028271e-05,5,0.57506441,4.999996,0.57506441
bsi,small,6.25e-05,0.014929531,0.00053062988,1.1883393e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,1.4379402e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,1.7399677e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,2.1054336e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,2.5476627e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,3.0827783e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,3.7302906e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,4.5138075e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,5.4618957e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,6.609122e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,7.9973138e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,9.6770839e-06,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,1.1709676e-05,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,1.4169197e-05,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,1.7145321e-05,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,2.0746555e-05,0,NaN,0
bsi,small,6.25e-05,0.014929531,0.00053062988,2.1759358e-05,0,5.3416274e-07,0
bsi,small,6.25e-05,0.014929531,0.00053062988,2.2284153e-05,0.48784741,1.0589573e-06,0.48784741
bsi,small,6.25e-05,0.014929531,0.00053062988,2.2821604e-05,0.6984416,1.596409e-06,0.6984416
bsi,small,6.25e-05,0.014929531,0.00053062988,2.3372018e-05,0.78345396,2.146823e-06,0.78345396
bsi,small,6.25e-05,0.014929531,0.00053062988,2.3935707e-05,0.83037422,2.7105119e-06,0.83037422
bsi,small,6.25e-05,0.014929531,0.00053062988,2.4512991e-05,0.86016854,3.2877959e-06,0.86016854
bsi,small,6.25e-05,0.014929531,0.00053062988,2.5104198e-05,0.88074804,3.8790029e-06,0.88074804
bsi,small,6.25e-05,0.014929531,0.00053062988,2.6329733e-05,0.90730953,5.1045373e-06,0.90730953
bsi,small,6.25e-05,0.014929531,0.00053062988,2.7615095e-05,0.9237994,6.3898996e-06,0.9237994
bsi,small,6.25e-05,0.014929531,0.00053062988,3.0377129e-05,0.94350012,9.1519337e-06,0.94350012
bsi,small,6.25e-05,0.014929531,0.00053062988,3.6757596e-05,0.96197221,1.55324e-05,0.96197221
bsi,small,6.25e-05,0.014929531,0.00053062988,4.4478227e-05,0.96976934,2.3253031e-05,0.96976934
bsi,small,6.25e-05,0.014929531,0.00053062988,5.3820513e-05,0.97312487,3.2595318e-05,0.97312487
bsi,small,6.25e-05,0.014929531,0.00053062988,6.512507e-05,0.97428232,4.3899875e-05,0.97428232
bsi,small,6.25e-05,0.014929531,0.00053062988,7.8804056e-05,0.97426944,5.7578861e-05,0.97426944
bsi,small,6.25e-05,0.014929531,0.00053062988,9.5356201e-05,0.97361788,7.4131006e-05,0.97361788
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00011538499,0.97261632,9.4159793e-05,0.97261632
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00013962066,0.97143474,0.00011839546,0.97143474
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00016894683,0.97171471,0.00014772164,0.97171471
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00020443273,0.97242837,0.00018320753,0.97242837
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00024737214,0.97166053,0.00022614695,0.97166053
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00029933063,0.97010164,0.00027810543,0.97010164
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00036220257,0.96807899,0.00034097738,0.96807899
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00043828025,0.96589471,0.00041705505,0.96589471
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00053033742,0.96362027,0.00050911222,0.96362027
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00064173044,0.9632096,0.00062050524,0.9632096
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00077652065,0.96288002,0.00075529545,0.96288002
bsi,small,6.25e-05,0.014929531,0.00053062988,0.00093962243,0.96188428,0.00091839724,0.96188428
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0011369824,0.96036694,0.0011157572,0.96036694
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0013757962,0.95857125,0.001354571,0.95857125
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0016647709,0.95799415,0.0016435457,0.95799415
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0020144424,0.95811098,0.0019932172,0.95811098
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0024375595,0.95754774,0.0024163343,0.95754774
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0029495489,0.95638303,0.0029283237,0.95638303
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0035690774,0.95603579,0.0035478522,0.95603579
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0043187328,0.95608034,0.0042975076,0.95608034
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0052258471,0.95526733,0.0052046219,0.95526733
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0063234934,0.95479164,0.0063022682,0.95479164
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0076516913,0.95465751,0.0076304661,0.95465751
bsi,small,6.25e-05,0.014929531,0.00053062988,0.0092588663,0.95386966,0.0092376411,0.95386966
bsi,small,6.25e-05,0.014929531,0.00053062988,0.011203615,0.95362059,0.01118239,0.95362059
bsi,small,6.25e-05,0.014929531,0.00053062988,0.013556842,0.9529978,0.013535617,0.9529978
bsi,small,6.25e-05,0.014929531,0.00053062988,0.016404346,0.95255764,0.016383121,0.95255764
bsi,small,6.25e-05,0.014929531,0.00053062988,0.019849944,0.9520311,0.019828719,0.9520311
bsi,small,6.25e-05,0.014929531,0.00053062988,0.024019262,0.95136362,0.023998037,0.95136362
bsi,small,6.25e-05,0.014929531,0.00053062988,0.029064311,0.95061331,0.029043086,0.95061331
bsi,small,6.25e-05,0.014929531,0.00053062988,0.035169031,0.94954638,0.035147805,0.94954638
bsi,small,6.25e-05,0.014929531,0.00053062988,0.042555997,0.94802274,0.042534772,0.94802274
bsi,small,6.25e-05,0.014929531,0.00053062988,0.051494534,0.94626837,0.051473309,0.94626837
bsi,small,6.25e-05,0.014929531,0.00053062988,0.062310539,0.94360519,0.062289313,0.94360519
bsi,small,6.25e-05,0.014929531,0.00053062988,0.075398356,0.94038779,0.075377131,0.94038779
bsi,small,6.25e-05,0.014929531,0.00053062988,0.091235161,0.93624391,0.091213936,0.93624391
bsi,small,6.25e-05,0.014929531,0.00053062988,0.11039836,0.93127488,0.11037713,0.93127488
bsi,small,6.25e-05,0.014929531,0.00053062988,0.13358663,0.92502276,0.1335654,0.92502276
bsi,small,6.25e-05,0.014929531,0.00053062988,0.1616454,0.9177357,0.16162418,0.9177357
bsi,small,6.25e-05,0.014929531,0.00053062988,0.19559769,0.90915084,0.19557647,0.90915084
bsi,small,6.25e-05,0.014929531,0.00053062988,0.23668138,0.89939783,0.23666015,0.89939783
bsi,small,6.25e-05,0.014929531,0.00053062988,0.28639436,0.88831092,0.28637314,0.88831092
bsi,small,6.25e-05,0.014929531,0.00053062988,0.34654914,0.8759842,0.34652792,0.8759842
bsi,small,6.25e-05,0.014929531,0.00053062988,0.41933895,0.86234395,0.41931772,0.86234395
bsi,small,6.25e-05,0.014929531,0.00053062988,0.50741765,0.84754587,0.50739643,0.84754587
bsi,small,6.25e-05,0.014929531,0.00053062988,0.61399656,0.83161006,0.61397534,0.83161006
bsi,small,6.25e-05,0.014929531,0.00053062988,0.7429615,0.81476223,0.74294027,0.81476223
