t,enstrophy,max_abs_omega_surface
0.0,0.0,0.0
0.005489476876580251,17.976379665902257,15.508288126149573
0.010978953753160499,27.184025595617936,17.556963581295516
0.016468430629740745,32.942872860872306,17.584167821785112
0.02195790750632099,16.61335030010034,20.939506881623448
0.027447384382901237,4.883803318960259,22.705276729546092
0.03293686125948148,63.40920641356611,24.96261799470011
0.03842633813606173,27.938619895639217,23.68870790018171
0.043915815012641975,5.853070920423894,26.748124343306532
0.04940529188922222,25.036345799929613,28.432629594988175
0.05580968157856584,42.18643929171672,29.68888651546974
0.06129915845514609,17.301377833334197,27.6249568765071
0.06678863533172634,12.423740995551835,29.794066611185485
0.07227811220830659,45.544859605983454,28.328778899371734
0.07776758908488683,45.86156759768363,29.159150744480613
0.08325706596146708,35.03967108276458,30.683758709856264
0.08874654283804732,25.298675666103,28.648474238890003
0.09423601971462757,24.103931344426506,30.264093120167352
0.09972549659120782,34.961866623449346,28.699693381964114
0.10521497346778806,61.09633692611921,28.906994938760544
0.11070445034436831,42.808744444370035,28.698237650822822
0.11619392722094855,39.021555211339845,26.755553158495193
0.1216834040975288,30.758870890585086,28.566058768119237
0.12717288097410906,33.14932593028774,26.86274730624441
0.1326623578506893,26.777760125185367,27.310971804412695
0.13815183472726955,38.3924509033777,27.636877682350914
0.1436413116038498,36.659692065744444,25.645056864242505
0.14913078848043004,50.75438594681636,26.831926076043963
0.15553517816977366,40.87525517327584,25.979578626647204
0.1610246550463539,37.9522516011825,24.132995615695986
0.16651413192293416,33.415069891050244,24.843528170214604
0.1720036087995144,33.06397495897688,25.15611526603351
0.17749308567609465,36.18564486764555,23.616347594191513
0.1829825625526749,34.96075636753282,21.789737648469824
0.18847203942925514,38.448450498124295,23.59744219909487
0.19396151630583539,38.83826792140426,22.540136908659758
0.19945099318241563,36.66847476160373,21.167647517702537
0.20494047005899588,36.20084509167522,20.03646507232183
0.21042994693557612,42.157809308708494,21.05869487024003
0.21591942381215637,36.44786561150355,21.025128720043355
0.22140890068873662,36.52823666429954,19.945421437083
0.22689837756531686,36.241016080650056,18.686380126007514
0.2323878544418971,34.54005613085471,18.52737834932109
0.23787733131847735,31.688602585170504,18.669963152323618
0.2433668081950576,33.94718719460463,18.202969005787395
0.24885628507163784,33.63104902300684,17.287546232071737
0.25526067476098163,33.084968653344184,16.659141438193792
0.26075015163756204,32.88426870771417,16.034911067401794
0.26623962851414246,32.494321003264204,15.316238257269841
0.27172910539072287,34.55623874458015,15.41754613287219
0.2772185822673033,33.09451353293965,15.280133940630073
0.2827080591438837,32.547441300339244,14.807584416491899
0.2881975360204641,32.15001425617137,14.366453886131724
0.2936870128970445,31.58143991738778,13.901552765172342
0.29917648977362493,31.086964793575408,13.365430380167135
0.30466596665020534,30.810987052482314,12.828339047304292
0.31015544352678576,30.597070899283334,12.355491142287015
0.31564492040336617,29.69217934933591,12.006825876438844
0.3211343972799466,29.639341053204856,11.810276420603895
0.326623874156527,29.170444359196715,11.764890865033484
0.3321133510331074,28.746808312937258,11.615476468751808
0.3376028279096878,28.37182298651582,11.551058355974169
0.34309230478626823,27.97600154017252,11.468406871723879
0.34858178166284864,27.591658760007192,11.389402304288907
0.35498617135219246,27.14781177409907,11.30172556344287
0.36047564822877287,26.77159966071839,11.21757334777046
0.3659651251053533,26.14055611611716,11.061693295713892
0.3714546019819337,25.988378285870507,10.997874440681557
0.3769440788585141,25.83200034114898,10.875926828712954
0.3824335557350945,25.43564312162648,10.797952143605999
0.38792303261167493,25.142251346841267,10.734956277921773
0.39341250948825535,24.824690753799246,10.655014013459807
0.39890198636483576,24.509237059786383,10.595268986937544
0.40439146324141617,24.198153030029502,10.544294887356044
0.4098809401179966,23.884515465912138,10.478465331069785
0.415370416994577,23.57687439865846,10.403830048784506
0.4208598938711574,23.27380826016263,10.328035610646872
0.4263493707477378,22.974361294363156,10.249260013712254
0.43183884762431823,22.680026154192593,10.169104732618441
0.43732832450089865,22.390509283855675,10.093390554674658
0.44281780137747906,22.10548480047331,10.025489658435973
0.44830727825405947,21.82526720941598,9.965024609308829
0.4547116679434033,21.5044149010279,9.902913566647056
0.4602011448199837,21.23445585610315,9.852149119703892
0.4656906216965641,20.96919983812019,9.804028299411074
0.4711800985731445,20.70867800862601,9.757275873457164
0.47666957544972494,20.452869567033396,9.70881586963721
0.48215905232630535,20.201745483710166,9.656235468827548
0.48764852920288576,19.955261613135335,9.601591785014541
0.4931380060794662,19.711568757501873,9.55091221983263
0.4986274829560466,19.504394311930433,9.50523388272328
0.5041169598326267,19.254011277340016,9.457979526690803
0.5096064367092068,19.02041249649245,9.425925373189989
0.5150959135857869,18.798010706138985,9.382194511788258
0.520585390462367,18.574304621217717,9.33278177041372
0.526074867338947,18.358737838358813,9.287217964338259
0.5315643442155271,18.147514917715853,9.241254788447003
0.5370538210921072,17.941196187474908,9.195925882049808
0.5425432979686873,17.740361643962117,9.155779719490557
0.5480327748452674,17.54424834505735,9.119740928033709
0.5544371645346108,17.3210416759996,9.08104747514724
0.5599266414111909,17.13341010717773,9.048020490551725
0.5654161182877709,16.94781507774546,9.0157130307566
0.570905595164351,16.763037690560452,8.983401108939802
0.5763950720409311,16.578080500412067,8.955784518206416
0.5818845489175112,16.392530289773536,8.929691256600131
0.5873740257940913,16.206848723880643,8.903757357558538
0.5928635026706713,16.022494954319345,8.879885732221785
0.5983529795472514,15.841892359556725,8.85871460757599
0.6038424564238315,15.666060189040927,8.839636697440486
0.6093319333004116,15.496609889073238,8.82307226638507
