0.0068,0.63,0.864352
0.0068,1.3144,0.361907
0.0068,2.7386,0.332505
0.0139,0.63,0.821261
0.0139,1.3144,0.752457
0.0139,2.7386,0.677994
0.03,0.63,0.74561
0.03,1.3144,0.668304
0.03,2.7386,0.589109
0.042,0.63,0.702221
0.042,1.3144,0.622718
0.042,2.7386,0.542895
0.08,0.63,0.604268
0.08,1.3144,0.525521
0.08,2.7386,0.449192
