0.6309,90,0.864464,0.00144031
0.6309,150,0.868289,0.00143999
1.3144,90,0.361988,0.000939963
1.3144,150,0.365371,0.000940186
2.7386,90,0.332667,0.000899846
2.7386,150,0.338601,0.000900222
