# Drop rebound on a Glaco coating, water.
# Thenarianto et al. (2023).
# Converted from data/Glaco_summary.xlsx by scripts/import_thenarianto.jl.
#
# The workbook carries impact speed and drop diameter; We, Oh and Bo are
# computed here from sigma = 0.072 N/m, rho = 997.0 kg/m^3, mu = 0.001 Pa s,
# the same water properties its own U_cap column assumes. The radius is
# taken from that U_cap column rather than from the "D (mm)" column, which
# changes meaning partway through BSi_summary; see the script for why.
We,cor,Oh,Bo,R_m,U_impact_m_s
0.3144718684,0.8785507722,0.003083543828,0.2915921694,0.001465116279,0.1245011958
0.317212122,0.882911573,0.003301713288,0.2218293106,0.001277890466,0.1338895684
0.3176095558,0.7311856892,0.01923235288,0.0001926844571,3.7662358e-05,0.78039
0.3288734447,0.6679115122,0.01867707479,0.0002166411379,3.99350865e-05,0.77118
0.3342341423,0.8927536451,0.003083543828,0.2915921694,0.001465116279,0.1283535922
0.3583943273,0.9060225953,0.003083543828,0.2915921694,0.001465116279,0.1329116917
0.3678084019,0.8943240571,0.003083543828,0.2915921694,0.001465116279,0.1346459965
0.3705811888,0.905315953,0.003301713288,0.2218293106,0.001277890466,0.1447149967
0.3716411151,0.923874564,0.003301713288,0.2218293106,0.001277890466,0.1449218039
0.3727188628,0.9185445279,0.003083543828,0.2915921694,0.001465116279,0.1355418186
0.3846190109,0.6582798019,0.02220760823,0.0001083850071,2.82467685e-05,0.99163
0.3926811264,0.9225828807,0.003083543828,0.2915921694,0.001465116279,0.139124186
0.3987919253,0.6823227048,0.02147929088,0.0001238501687,3.01948215e-05,0.97662
0.4026002437,0.7553223784,0.0165843752,0.0003484816401,5.0649378e-05,0.75765
0.4047252699,0.9410233563,0.003083543828,0.2915921694,0.001465116279,0.1412416501
0.4200100498,0.8184318571,0.005376335873,0.03155228314,0.00048194731,0.25087
0.4241049339,0.936106401,0.003301713288,0.2218293106,0.001277890466,0.1548133885
0.4268386893,0.9282798727,0.003083543828,0.2915921694,0.001465116279,0.1450489238
0.4495948563,0.9345646442,0.003083543828,0.2915921694,0.001465116279,0.1488652356
0.4510519133,0.906417789,0.003301713288,0.2218293106,0.001277890466,0.1596559538
0.4514069127,0.9555036917,0.003301713288,0.2218293106,0.001277890466,0.1597187699
